ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1025,Stony Island Commercial/Burnside Industrial,Finkl Steel,1355 E 93rd St,A. Finkl & Sons Co.,758,"Finkl Steel relocated from the north side location to the Burnside community.  The facility consists of eight existing structures which amount to a total of approximately 500,000 square feet.  The overall site is approximately 60 acres in size.",04/12/2011,$22500000,$150000000,1186966.766944567,1843550.051533173,41.725807738,-87.590719541,"(41.725807737931, -87.590719541211)"
1368,79th/Cicero,Scottsdale Center,7905 S Cicero Av,"Scottsdale Center, LLC",207,"Located in the Ashburn community, the project includes redevelopment of the Scottsdale Shopping Center which is situated on approximately 20 acres.  The redeveloped site will contain an approximately 156,235 square foot Lowe's home improvement store.  Additionally, five out-lot buildings comprised of approximately 135,373 square feet of contemporary retail space is included in the redevelopment plan.",02/08/2005,$8100000,$30560817,1145831.55601025,1851677.709386063,41.748986573,-87.741196874,"(41.748986572901, -87.741196874415)"
1415,Lincoln Avenue,Chaville Condo,5978 N Lincoln Av,"JJJ Properties, Inc.",282,"Located in West Ridge, the project includes demolishing existing buildings and construction of 40,000 square feet six-story residential building.  The project includes 21 condominiums, 5 of which are affordable units, 26 parking spaces, and a green roof that will cover 50% of the roof area.",06/08/2004,$625454,$8621372,1154609.097458531,1939510.147701691,41.989837929,-87.706682672,"(41.989837928924, -87.706682671611)"
1669,Wilson Yard,Hazel Winthrop Apts,4509 N Hazel St,Community Housing Partners XV L.P.; Chicago Community Development Corp.; et Voice of the People,1058,"Located in the Uptown community, the project includes acquisition and rehabilitation of four buildings containing 30 multi-family affordable units.  The rehabilitation will include new roofs, windows, kitchens, and upgrades to existing HVAC systems.  The project will also include building amenities such as family activities center and exercise room.",01/11/2011,$2425000,$11987400,1169488.854057235,1930192.797246549,41.963959072,-87.652224901,"(41.963959072485, -87.652224901197)"
11803,47th/Halsted,IGA - CBE - Hope,5515 S Lowe Av,Chicago Public Schools,,"Located in the Englewood community area, the project includes funds for the planing design and construction of new playground at John Hope College Prep.",03/16/2016,$287000,$287000,1172948.539915608,1868120.666261481,41.793552915,-87.641344878,"(41.79355291533, -87.641344877752)"
1709,Hollywood/Sheridan,IGA - CHA - Judge Fisher Apts,5821 N Broadway,Chicago Housing Authority,1142,An intergovernmental agreement between the City of Chicago and the Chicago Housing Authority,09/08/2011,$296946,$2016540,1167293.969047571,1938811.128659183,41.987655626,-87.660045728,"(41.98765562648, -87.660045727803)"
1277,Roosevelt/Canal,Soo T,1200 S Canal St,"Soo T, LLC",65,"Located in the Near West Side community area, the project includes the construction of a 98,000 square foot retail shopping center including a supermarket and additional retail space.",01/29/1997,$4500000,$20349361,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472, -87.639375812581)"
1054,47th/King Drive,Rosenwald Courts,4600 S Michigan Av,Rosenwald Courts Apartments LP,2072,"The Rosenwald Courts project is located in the 47th/King Drive TIF district. The project consists of the acquisition and rehabilitation of the Landmark Rosenwald building. The project includes 235 one and two bedroom rental units for seniors and families, 81,700 square feet of retail/office space, a new parking structure with a ground floor grocery store and land for off-site parking.",07/10/2012,$25000000,$109842757,1177890.54113658,1874521.589550852,41.811007047,-87.623029109,"(41.811007046873, -87.623029109238)"
1236,Kinzie Industrial Corridor,Green Works,551 N Sacramento Av,Chicago Greenworks LLC,10,"The project consists of demolition, site preparation, environmental remediation, road construction dedicated to the City.   The project also includes a 10,000 square foot repair and work shop, 7,000 square foot office, and a detention pond.",10/12/2004,$6148331,$11260251,1156185.404877754,1903826.660998857,41.891888167,-87.70185158,"(41.891888167145, -87.701851580128)"
1032,Western Avenue North,Ravenswood Station Retail,1820 W Lawrence Av,Magellan Development Group,949,"The Ravenswood Retail Station project is located in the Western Avenue North TIF district. The redevelopment project consists of a newly constructed 127,000 square foot retail shopping center containing a Mariano?s Fresh Market, L.A. Fitness and Sears Tire and Auto Store. The shopping center will also include 357 parking spaces.",07/10/2012,$4500000,$42041660,1163161.141852532,1931949.564744545,41.968915386,-87.675440288,"(41.968915386117, -87.675440287793)"
1785,Kinzie Industrial Corridor,IGA - CPD - Park 1015 - Smith - II - Ballfields,2526 W Grand Av,Chicago Park District,2143,An intergovernmental agreement between the City of Chicago and the Chicago Park District,12/08/2010,$924000,$1185000,1159413.891790972,1903816.540084767,41.891794582,-87.689995036,"(41.891794581652, -87.689995035818)"
1351,69th/Ashland,Glazier - Finch - 69th Ashland,6920 S Ashland Av,Finch Limited Partnership,184,"Located in West Englewood, the project includes construction of 32,000 square feet of retail and professional services shopping center.  The project will also include 112 parking spaces.",09/14/2004,$948000,$6748179,1166838.281602052,1858721.541720029,41.767893317,-87.664018968,"(41.767893317097, -87.664018968272)"
1728,Canal/Congress,Hillshire Brands,400 S Jefferson St,Hillshire Brands Company,2039,"Relocation of Hillshire Brands from the suburbs to the West Loop. The funds would partly reimburse the company for its $30.1 million build-out of 220,000 square feet of office space at 400 S. Jefferson St., where it will relocate 500 jobs from Downers Grove and create up to 150 new positions.",12/13/2011,$6500000,$30142963,1172350.940942014,1898410.56724733,41.876684244,-87.642643121,"(41.876684243747, -87.642643120897)"
1802,47th/King Drive,Cuisine Of The Diaspora,300 E 51st St,Urban Junction Inc,809,"Cuisine of the Diaspora, located in Grand Boulevard community area, includes a rehabilitation of a white terra cotta-clad retail building in a variety of culinary venues.  The 17,000 square foot building will include three restaurants, a produce store, and a community garden across the street.",11/10/2009,$3000000,$8108000,1178923.597302021,1871307.495866142,41.8021638,-87.619337915,"(41.802163799507, -87.619337915316)"
1313,41st/King Drive,P G Stewart - Tower 4 - Constr,4100 S Dr Martin Luther King Jr Dr,Paul G. Stewart Apartments Associates Phase V L.P.,118,"Located in Grand Boulevard community area, the project consists of construction of a 13-story residential building.  The building includes 96 units and community room.",05/10/1994,$1808000,$10978567,1179494.777854302,1877879.875457123,41.820185923,-87.617042278,"(41.820185922545, -87.617042278358)"
1402,Madden/Wells,Madden Wells - 1-B,3900 S Ellis Av,Madden Wells Phase 1B Associates L.P.,268,"Located in Oakland community, the project includes construction of 162 rental units in townhomes, six-flat, and nine- flat apartment buildings.  115 of those units are affordable units at 60% area median income including 63 public housing units.",12/14/2004,$3021000,$39147230,1182628.736281506,1879371.531064657,41.824206865,-87.605499314,"(41.824206865094, -87.605499314216)"
1661,Near North,IGA - CBE - Payton HS - Jenner ES - 1999,1034 N Wells St,Chicago Public Schools,1048,Intergovernmental Agreement for the construction of school building Jenner Elementary,11/17/1999,$11250000,$50272247,1174484.637777332,1907490.081862483,41.901551566,-87.634537445,"(41.901551565679, -87.634537444911)"
1657,Stockyards I-C,Cedar Concepts,4100 S Packers Av,"Chemical Compositions, LLC",1043,"Planned for vacant land at 4100 S. Packers Ave., the 59,000-square-foot complex will manufacture lubricants and other ingredients that are used in a variety of personal care and household cleaning products. It will be developed and operated by Cedar Concepts, the only African-American, woman-owned chemical manufacturer in the country.",12/13/2011,$2250000,$12956698,1168109.214228889,1877557.218778496,41.819553382,-87.658818708,"(41.819553381781, -87.658818707512)"
1603,53rd Street,Harper Court Redevelopment,5211 S Harper Av,Harper Court Partners LLC,906,"Located in the Hyde Park community, the Harper Court redevelopment project consists of 150,000 square feet of office space, approximately 100,000 square feet of retail space, and 435 parking spaces.  The ground floor retail space will be leased to Chicago-based and national restaurants, entertainment, and apparel uses.  The project will also feature a heath club adding significant daytime and evening traffic to support the retail.",09/14/2010,$20045000,$111888037,1187217.296238536,1870857.37239495,41.80073555,-87.588936218,"(41.80073555015, -87.588936217656)"
1794,River South,IGA - CTA - 18th St. Connector,26 W 18th St,Chicago Transit Authority,,"Improvements to the 18th Street Connector located on CTA's Orange Line Branch. The
work will primarily consist of rehabilitation and repair efforts.
Improvements will include:
? Track renewal on the elevated structure
? Waterproofing the structure's deck and applying anti-corrosion coating
? Structural repairs based on findings from a detailed structural evaluation
? Paintwork",02/09/2013,$7000000,$25000000,1176318.501551583,1891601.720618074,41.857911797,-87.628280966,"(41.857911797388, -87.628280965854)"
1414,Homan/Grand Trunk,Stellar Distribution,5000 S Homan Av,"Stellar Distribution Serv, Inc",281,"Located in Gage Park community area, the project includes construction of a 75,000 square foot warehouse and distribution facility.",11/10/1993,$540000,$3246100,1154513.841559382,1871236.195482398,41.802489676,-87.708860861,"(41.802489676449, -87.708860861012)"
1632,Galewood/Armitage Industrial,IGA - CPD - Park 0127 - Rutherford Sayre - I,6865 W Belden Av,Chicago Park District,1011,"The project includes the disassembly of the existing playground which has outdated
equipment and surfacing that do not meet current Chicago Park District standards. The existing
playground will be replaced with new equipment and rubberized soft surfacing, which meet or
exceed Chicago Park District standards and ADA accessibility guidelines, including providing
ramps to play structures where possible. Additional design elements include landscaping with
native, sustainable plantings, fencing, pathways, site amenities, grading/drainage, and drinking
fountains.
14",03/18/2009,$300000,$490000,1130029.211626817,1914270.442484872,41.921035354,-87.797673719,"(41.921035354381, -87.797673718755)"
1273,Roosevelt/Homan,Theatre - ICE Plitt - Roosevelt Homan,3330 W Grenshaw St,"Plitt/ICE Lawndale, L.L.C.",61,"Located in North Lawndale community area, the project constructed a 40,000 square foot movie theater.",10/08/1996,$3335611,$10353000,,,,,
1266,West Grand,Petsmart - W Grand,6601 W Grand Av,Pet Smart Inc.,54,"Located in Montclare community area, the project includes demolishing an existing building and construction of a 26,000 square feet commercial/retail facility.",05/14/1996,$800000,$4359000,,,,,
1335,35th/Halsted,Trippe Manufacturing,1111 W 35th Pl,"Trippe Manufacturing Co., Inc.",158,"Located in Bridgeport, the project includes demolition of an existing structure and construction of a 920,000 square foot
new/rehabilitated structure to be used for manufacturing, distribution, and office facilities.",02/24/1997,$1600000,$8399000,,,,,
502020,Midwest,Sinai Tomorrow,1500 S California Av,SCI,,"Located at the intersection of California and Ogden Avenues, Mt. Sinai is the largest employer in the North Lawndale neighborhood.The proposed Sinai Tomorrow Project is an approximately $100 million investment in Sinai's facilities that will result in enhancements to in-patient and outpatient care, increased capacity to deliver health care services to the community, and the extension of the useful life of Sinai's physical facilities.  The Sinai Tomorrow project includes relocation and expansion of select service lines and functions within existing buildings, all of such relocation and expansions being consistent with current health care and related uses.  Sinai Health System and its affiliated organizations will continue to be the end user of all facilties included in the Sinai Tomorrow project. 
 
The project consists of multiple components that are phased and sequenced, in part to allow for health care operations to continue, including initial components that have recently been completed or are currently underway.  The last project components are projected to be completed by 2019.",06/10/2014,$31000000,$100000000,,,,,
